name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,Manufacturer,CountDeveloper,CountPublisher
Tetris Worlds,GBA,2001,Puzzle,THQ,1250000,390000,0,60000,6.5,10,6.3,NA,3d6 Games,E,Nintendo,1,21
Personal Trainer: Math,DS,2007,Puzzle,Ninti,480000,1120000,0,80000,6.3,11,6.3,NA,Jupiter Corporation,E,Nintendo,6,81
Game Party 3,Weii,2009,Puzzle,Warner Bros. Interactive Entertainment,1400000,160000,0,120000,3.7,4,6.3,NA,Farsight Studios,E,Nintendo,1,7
Puzzler Collection,DS,2008,Puzzle,Ubisoft,160000,780000,0,40000,7.1,5,6.3,NA,Route 1 Games,E,Nintendo,1,50
TouchMaster 2,DS,2008,Puzzle,Midway Games,300000,490000,0,100000,7.6,8,6.3,NA,Midway Studios - San Diego,E,Nintendo,2,7
Pictionary,Weii,2010,Puzzle,THQ,600000,190000,0,70000,7.1,7,6.3,NA,Page 44 Studios,E,Nintendo,1,21
Puzzler World,DS,2009,Puzzle,Ubisoft,410000,300000,0,70000,6.48,NA,6.3,NA,Ubisoft,E,Nintendo,5,50
TV Show King Party,Weii,2008,Puzzle,Ubisoft,180000,400000,0,80000,6.48,NA,6.3,NA,Gameloft,T,Nintendo,2,50
Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,280000,220000,0,70000,6.48,NA,6.3,NA,EA Bright Light,E,Sony,2,34
Ms. Pac-Man Maze Madness,GBA,2004,Puzzle,Zoo Digital Publishing,400000,150000,0,10000,6.48,NA,6.3,NA,Full-Fat,E,Nintendo,1,13
Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,420000,10000,0,30000,6.5,14,6.3,NA,Crave,E,Nintendo,2,6
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,290000,110000,0,40000,6.8,7,6.3,NA,Hijinx Studios,E,Nintendo,1,7
Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment,170000,130000,0,40000,7.5,11,6.3,NA,Taito Corporation,E,Sony,13,4
Math Play,DS,2006,Puzzle,Ubisoft,280000,0,0,20000,6.48,NA,6.3,NA,Denyu-Sha,E,Nintendo,1,50
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,100000,160000,0,30000,6.48,NA,6.3,NA,DoubleTap Games,E,Nintendo,1,7
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,260000,0,0,20000,7,12,6.3,NA,Infinite Interactive,E,Nintendo,7,16
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,250000,0,0,20000,6.48,NA,6.3,NA,Square Enix,T,Microsoft,31,89
Are You Smarter than a 5th Grader? Game Time,Weii,2009,Puzzle,THQ,250000,0,0,20000,6.48,NA,6.3,NA,THQ,E,Nintendo,2,21
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,170000,40000,0,40000,6.48,NA,6.3,NA,Savage Entertainment,T,Nintendo,1,39
Cradle of Rome,DS,2008,Puzzle,Rising Star Games,50000,150000,0,30000,6.3,20,6.3,NA,Cerasus Media,E,Nintendo,1,34
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,160000,60000,0,20000,6.48,NA,6.3,NA,Bethesda Softworks,M,Microsoft,5,16
Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,220000,0,0,20000,6.48,NA,6.3,NA,THQ,E,Nintendo,2,21
Neopets Puzzle Adventure,Weii,2008,Puzzle,Capcom,180000,20000,0,20000,5.2,11,6.3,NA,Infinite Interactive,E,Nintendo,7,16
Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,10000,190000,0,20000,5.7,6,6.3,NA,Electronic Arts,E,Nintendo,1,34
Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,150000,40000,0,10000,6.2,13,6.3,NA,Radical Entertainment,E,Microsoft,2,21
Pictionary,DS,2010,Puzzle,THQ,90000,60000,0,20000,6.48,NA,6.3,NA,ImaginEngine,E,Nintendo,2,21
Sudoku Gridmaster,DS,2006,Puzzle,Ninti,130000,20000,0,10000,6.2,14,6.3,NA,AI,E,Nintendo,2,81
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,140000,0,0,10000,4,12,6.3,NA,Interchannel,E,Nintendo,2,20
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,120000,10000,0,10000,7.5,8,6.3,NA,Backbone Entertainment,E10+,Nintendo,3,13
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,130000,0,0,10000,6.7,7,6.3,NA,Taito Corporation,E,Nintendo,13,20
Margot's Word Brain,Weii,2008,Puzzle,Zoo Digital Publishing,120000,0,0,10000,6.48,NA,6.3,NA,Slam Games,E10+,Nintendo,1,13
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,100000,20000,0,10000,7.1,20,6.3,NA,Taito Corporation,E,Nintendo,13,89
Break 'Em All,DS,2005,Puzzle,D3Publisher,110000,0,0,10000,6.8,22,6.3,NA,Warashi,E,Nintendo,1,12
Puzzle Kingdoms,Weii,2009,Puzzle,Zoo Digital Publishing,110000,0,0,10000,6.3,11,6.3,NA,Infinite Interactive,E,Nintendo,7,13
Merv Griffin's Crosswords,Weii,2008,Puzzle,THQ,110000,0,0,10000,6.48,NA,6.3,NA,"Pipeworks Software, Inc.",E,Nintendo,1,21
Mechanic Master,DS,2008,Puzzle,Midway Games,100000,0,0,10000,7.6,9,6.3,NA,Most Wanted Entertainment,E,Nintendo,1,7
Animal Genius,DS,2007,Puzzle,Ubisoft,100000,0,0,10000,6.48,NA,6.3,NA,Big Blue Bubble Inc.,E,Nintendo,1,50
Monster Lab,PS2,2008,Role-Playing,Eidos Interactive,50000,40000,0,10000,6.48,NA,6.3,NA,Backbone Entertainment,E10+,Sony,3,13
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,100000,0,0,10000,6.48,NA,6.3,NA,Konami,E10+,Nintendo,5,17
Puzzler World 2,DS,2010,Puzzle,Ubisoft,20000,70000,0,20000,6.48,NA,6.3,NA,Ubisoft,E,Nintendo,5,50
Sudokuro,DS,2007,Puzzle,Crave Entertainment,100000,0,0,10000,6.48,NA,6.3,NA,FrontLine Studios,E,Nintendo,2,6
Tetris Evolution,X360,2007,Puzzle,THQ,80000,20000,0,10000,5.2,21,6.3,NA,Mass Media,E,Microsoft,3,21
PictoImage,DS,2007,Puzzle,Sega,90000,0,0,10000,6.1,11,6.3,NA,Sega,E,Nintendo,4,35
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,90000,0,0,10000,6.48,NA,6.3,NA,Bethesda Softworks,M,Microsoft,5,16
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,90000,0,0,10000,5.6,8,6.3,NA,Global A,E10+,Nintendo,1,34
Nancy Drew: The Model Mysteries,DS,2010,Puzzle,THQ,90000,0,0,10000,6.48,NA,6.3,NA,"THQ, AWE Games",E10+,Nintendo,1,21
Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,70000,0,20000,6.48,NA,6.3,NA,"Rovio Mobile, Rovio Entertainment",E,PC,2,14
Snood 2: On Vacation,DS,2005,Puzzle,Zoo Digital Publishing,90000,0,0,10000,4.6,4,6.3,NA,Gravity-I,E,Nintendo,1,13
Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,70000,20000,0,0,7.5,10,6.3,NA,Hudson,E,Nintendo,6,3
Chameleon,PSP,2006,Puzzle,505 Games,80000,0,0,10000,6.48,NA,6.3,NA,Starfish,E,Nintendo,1,20
Puzzle Chronicles,PSP,2010,Puzzle,Konami Digital Entertainment,70000,0,0,10000,6.2,19,6.3,NA,Konami,E10+,Nintendo,5,17
Brain Voyage,DS,2008,Puzzle,Eidos Interactive,60000,10000,0,10000,5.2,12,6.3,NA,Razorback Developments,E,Nintendo,1,13
Qubed,X360,2009,Puzzle,Atari,70000,0,0,10000,6.48,NA,6.3,NA,Q Entertainment,E,Microsoft,5,35
Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,70000,0,0,10000,5.1,5,6.3,NA,Ubisoft,E,Nintendo,5,50
Wordfish,DS,2008,Puzzle,Ubisoft,70000,0,0,10000,6.48,NA,6.3,NA,Ubisoft,E,Nintendo,5,50
Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,70000,0,0,10000,6.9,4,6.3,NA,Wicked Studios,E10+,Nintendo,1,8
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,70000,0,0,10000,6.9,34,6.3,NA,Now Production,E,Nintendo,3,12
Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,50000,20000,0,0,7.5,9,6.3,NA,Hudson,E,Nintendo,6,3
Cut the Rope,3DS,2014,Puzzle,Activision,60000,0,0,10000,6.48,NA,6.3,NA,ZeptoLab,E,Nintendo,1,39
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,50000,20000,0,0,6.48,NA,6.3,NA,Global Star Software,E,Nintendo,1,4
DropCast,DS,2008,Puzzle,THQ,60000,0,0,0,6.6,4,6.3,NA,Mikoishi,E,Nintendo,1,21
Worms Blast,GC,2002,Puzzle,Ubisoft,50000,10000,0,0,6.5,12,6.3,NA,Team 17,E,Nintendo,2,50
Santa Claus Is Comin' to Town!,Weii,2011,Puzzle,Crave Entertainment,60000,0,0,0,6.48,NA,6.3,NA,1st Playable Productions,E,Nintendo,2,6
Puzzler Collection,Weii,2008,Puzzle,Ubisoft,50000,0,0,0,6.48,NA,6.3,NA,Destination Software,E,Nintendo,1,50
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,50000,0,0,0,6.5,24,6.3,NA,Bullets,E,Nintendo,2,35
Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,50000,0,0,0,6.1,28,6.3,NA,Hudson,E,Nintendo,6,17
Zendoku,DS,2007,Puzzle,Eidos Interactive,50000,0,0,0,6.8,13,6.3,NA,Zoonami Ltd.,E,Nintendo,1,13
Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,40000,10000,0,0,3.7,6,6.3,NA,Radius9,E,Nintendo,1,8
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,50000,0,0,0,6,10,6.3,NA,Amble,E10+,Nintendo,1,34
Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,30000,20000,0,10000,7,17,6.3,NA,Matrix Software,E,Sony,5,23
GunPey,PSP,2006,Puzzle,Atari,50000,0,0,10000,6.2,24,6.3,NA,Q Entertainment,E10+,Nintendo,5,35
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,40000,10000,0,0,7.4,12,6.3,NA,Taito Corporation,E,Microsoft,13,20
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,40000,0,10000,6.48,NA,6.3,NA,Rising Star Games,E,Nintendo,3,34
Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,50000,0,0,0,7.3,21,6.3,NA,Game Sauce,E,Nintendo,1,13
Puyo Pop,GBA,2001,Puzzle,Sega,40000,10000,0,0,8.4,14,6.3,NA,Sonic Team,E,Nintendo,9,35
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,40000,0,10000,6.48,NA,6.3,NA,Rising Star Games,E,Nintendo,3,34
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,40000,10000,0,0,7,8,6.3,NA,Iridon Interactive AB,E,Nintendo,1,8
Fishdom,DS,2011,Puzzle,Atari,50000,0,0,0,6.48,NA,6.3,NA,Playrix Entertainment,E,Nintendo,1,35
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,30000,10000,0,0,7.7,9,6.3,NA,Taito Corporation,E,Nintendo,13,50
ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,30000,10000,0,0,7.1,11,6.3,NA,PuzzleKings,E,Nintendo,2,4
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,40000,10000,0,0,7.2,19,6.3,NA,Cranky Pants Games,T,Nintendo,1,21
GunPey DS,DS,2006,Puzzle,Atari,40000,0,0,0,7,24,6.3,NA,Q Entertainment,E,Nintendo,5,35
Balloon Pop,Weii,2007,Puzzle,505 Games,40000,0,0,0,6.48,NA,6.3,NA,UFO Interactive,E,Nintendo,1,20
Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,40000,0,0,0,5.3,9,6.3,NA,Deep Silver,E,Nintendo,4,19
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,30000,10000,0,0,6.5,25,6.3,NA,Treasure,E,Nintendo,1,50
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,40000,0,0,0,6.48,NA,6.3,NA,Cyanide,E10+,Nintendo,1,14
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,30000,10000,0,0,6.48,NA,6.3,NA,Gameloft,E,Nintendo,2,50
Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,40000,0,0,0,6.48,NA,6.3,NA,Hoget,E,Nintendo,1,34
Junior Island Adventure,DS,2011,Puzzle,Unknown,30000,0,0,0,6.48,NA,6.3,NA,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",E,Nintendo,1,12
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,10000,20000,0,10000,6.48,NA,6.3,NA,Big Fish Games,E10+,PC,1,14
Ultimate Block Party,PSP,2004,Puzzle,505 Games,30000,0,0,0,7.6,12,6.3,NA,Magicpot,E,Nintendo,1,20
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,30000,0,0,0,4.7,5,6.3,NA,Opus,E,Nintendo,2,34
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,20000,0,0,0,6.5,17,6.3,NA,"Mistwalker, Artoon",E10+,Nintendo,3,8
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,20000,10000,0,0,7,11,6.3,NA,Neverland,E,Nintendo,10,7
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing,20000,10000,0,0,6.48,NA,6.3,NA,Frame Studios Interactive,E,Nintendo,2,13
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,30000,0,0,0,5.1,5,6.3,NA,Irem,E,Nintendo,2,8
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,30000,0,0,0,6.48,NA,6.3,NA,DSI Games,E,Nintendo,1,13
Bookworm,GBA,2004,Puzzle,Unknown,20000,10000,0,0,6.2,5,6.3,NA,PopCap,E,Nintendo,2,12
Foto Showdown,DS,2010,Role-Playing,Unknown,20000,0,0,0,6.48,NA,6.3,NA,Alpha Unit,E,Nintendo,1,12
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0,20000,0,0,6.48,NA,6.3,NA,PopCap,E,PC,2,14
Mind over Matter,DS,2010,Puzzle,505 Games,20000,0,0,0,6.48,NA,6.3,NA,505 Games,E,Nintendo,1,20
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,20000,0,0,6.48,NA,6.3,NA,Rising Star Games,E,Nintendo,3,34
Jelly Belly: Ballistic Beans,Weii,2009,Puzzle,Zoo Digital Publishing,20000,0,0,0,6.48,NA,6.3,NA,Zoo Digital Publishing,E,Nintendo,1,13
Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0,20000,0,0,6.48,NA,6.3,NA,Easy Interactive,E10+,Nintendo,1,12
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,20000,0,0,0,6.48,NA,6.3,NA,Crave,E,Nintendo,2,6
NEVES,DS,2007,Puzzle,Ignition Entertainment,10000,0,0,0,7,26,6.3,NA,"Yuke's, Yuke's Company of America",E,Nintendo,1,6
Cube,PSP,2007,Puzzle,D3Publisher,20000,0,0,0,6,18,6.3,NA,Metia Interactive,E,Nintendo,1,12
Puyo Pop Fever,GC,2004,Puzzle,Sega,10000,0,0,0,7.2,18,6.3,NA,Sonic Team,E,Nintendo,9,35
Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,10000,0,0,0,6.48,NA,6.3,NA,Frame Studios Interactive,E,Nintendo,2,13
Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0,10000,0,0,6.48,NA,6.3,NA,Blue Tea Games,E10+,PC,1,12
Double Sequence: The Q-Virus Invasion,DS,2008,Puzzle,Zoo Digital Publishing,10000,0,0,0,3.7,4,6.3,NA,Next Wave Team,E,Nintendo,1,13
Lumo,PSV,2016,Puzzle,Rising Star Games,0,10000,0,0,6.48,NA,6.3,NA,Triple Eh? Ltd,E10+,Sony,1,34
Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing,10000,0,0,0,6.48,NA,6.3,NA,DC Studios,E,Nintendo,2,13
Monster Bomber,DS,2006,Puzzle,505 Games,10000,0,0,0,5.5,6,6.3,NA,Taito Corporation,E,Nintendo,13,20
Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,10000,0,0,0,5.3,4,6.3,NA,Taito Corporation,E,Nintendo,13,50
Mega Brain Boost,DS,2008,Puzzle,Majesco Entertainment,10000,0,0,0,4.8,10,6.3,NA,Interchannel-Holon,E,Nintendo,1,8
Diablo III,PC,2012,Role-Playing,Activision,2440000,2160000,0,540000,8.8,86,4,9629,Blizzard Entertainment,M,PC,10,39
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1160000,2120000,0,600000,9.4,32,8.1,9073,Bethesda Game Studios,M,PC,9,16
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1580000,1010000,0,380000,8.5,73,5.9,2748,"LucasArts, BioWare",T,PC,1,34
Fable,XB,2004,Role-Playing,Microsoft Game Studios,1990000,580000,0,90000,8.5,87,8.5,268,Big Blue Box,M,Microsoft,1,16
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2290000,20000,0,190000,8.2,68,7.5,120,Raven Software,T,Microsoft,10,39
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1680000,440000,0,80000,9.4,72,9.2,317,BioWare,T,Microsoft,21,39
Tetris Worlds,PS2,2002,Puzzle,THQ,1110000,710000,0,270000,4.4,7,6.2,11,Blue Planet Software,E,Sony,1,21
TouchMaster,DS,2007,Puzzle,Midway Games,480000,1270000,0,240000,7.1,19,5.7,9,Midway Studios - San Diego,E10+,Nintendo,2,7
X-Men Legends,PS2,2004,Role-Playing,Activision,1000000,720000,0,210000,7.9,48,8.5,69,Raven Software,T,Sony,10,39
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,840000,760000,0,220000,8.2,42,4.8,1265,Blizzard Entertainment,T,PC,10,39
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1060000,290000,0,110000,8.1,53,8.2,46,5TH Cell,E10+,Nintendo,5,7
Hasbro Family Game Night,Weii,2008,Puzzle,Electronic Arts,960000,330000,0,130000,6.3,12,7.5,11,EA Bright Light,E,Nintendo,2,34
Diablo III,X360,2013,Role-Playing,Activision,900000,390000,0,120000,8.7,42,6.6,384,Blizzard Entertainment,M,Microsoft,10,39
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,990000,330000,0,50000,8.6,67,8.6,140,Obsidian Entertainment,T,Microsoft,15,39
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,10000,130000,0,1180000,9.1,47,7.5,930,Blizzard Entertainment,T,PC,10,39
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,690000,500000,0,110000,9.1,13,9.2,3963,CD Projekt Red Studio,M,Microsoft,5,61
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,510000,670000,0,100000,8.4,38,5.4,7512,Bethesda Game Studios,M,PC,9,16
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,780000,380000,0,120000,7.7,11,8.4,613,ZeniMax Media,M,Microsoft,2,16
Boom Blox,Weii,2008,Puzzle,Electronic Arts,710000,380000,0,120000,8.5,61,8.6,105,EA LA,E,Nintendo,2,34
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,590000,450000,0,140000,8.4,39,8.6,2754,Obsidian Entertainment,M,PC,15,16
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,780000,290000,0,20000,7.5,21,8.9,39,Webfoot Technologies,E,Nintendo,1,35
